id	sentence	syllables
1028996374174593025	She was vicious, but not smart.	7
1028618150944944129	Bob, I really think its	7
1028271447632957441	Peace to ALL Americans!	7
1028269087133257728	What are they hiding?	5
1028258612165128199	What are they hiding?	5
1028056640422068225	Canada must wait.	5
1028052897563590657	One new and great FACT	5
1028052897563590657	So honored by this.	5
1027895506809364480	Be happy, be cool!	5
1027586174448218113	Space Force all the way!	5
1027048797644439553	We need you in Washington!	7
1026524292396273664	Fast Federal govt.	5
1026084333315153924	I did not know about it!	7
1026075214227165185	Tariffs are working big time.	7
1026075214227165185	I say, as they come,Tax them.	7
1025901304047198209	Thank you Ohio.	5
1025847254660403201	it is up to them!	5
1025833273191264256	Only fools would disagree.	7
1025833273191264256	We win either way......	5
1025830647649247232	America First.......	5
1025512396654346251	Exciting things happening.	7
1025435905736228864	Congratulations Marsha!	7
1025177042470535168	Thank you Pennsylvania.	7
1025093306664009728	Senate should go to votes!	7
1025069677108711424	Working hard, thank you!	5
1024974107337781248	stories too predictable!	7
1024877011775500290	Hard work from a brilliant guy.	7
1024685313778741250	Marc Thiessen, Washington Post	7
1024676935065120768	Marc Thiessen, Washington Post	7
1024644767924334593	This is a real issue.	7
1024644767924334593	ALAN DERSHOWITZ....	5
1024450744198553600	Thank you Florida.	5
1024268892942856192	Will be in Tampa tonight.	7
1024268892942856192	Total Endorsement!	5
1023646663590797312	Very unpatriotic!	7
1023007120130760704	A total disgrace.	5
1022872574634729472	Vote on August th.	5
1022872576211730432	He will be a star.	5
1022833271040815104	GREAT GDP numbers just released.	7
1022808452677160960	the rigged Witch Hunt continues!	7
1022797819923640321	Way to go Jerry.	5
1022797819923640321	This is what the league should do!	7
1022502465147682817	He is suffering greatly.	7
1022074252999225344	Lost $ Billion on Trade last year.	7
1021884006869204992	#Jobs #Workforce	7
1021755112128172032	VFW here we come!	5
1021753458347716609	Our Country is doing GREAT.	7
1021719098265362432	and everybodys talking!	7
1021380986452545537	Likewise, no Nuclear Tests.	7
1021380986452545537	Wrong, very happy!	5
1021337592904732672	Tom Fitton on at : A.M. NOW!	7
1021234525626609666	WE ARE NO LONGER	5
1021007656511852544	Andrew McCarthy	5
1020984152357777408	An illegal Scam!	5
1020978929736265729	Witch Hunt Rigged, a Scam!	5
1020432499082702849	First time kneeling, out for game.	7
1020316352140185600	Should have been done years ago!	7
1020293430398935040	A big reason is bad	7
1019894101116948480	But Ill complain anyway!	7
1019890400029499393	Likewise to Pfizer.	5
1019520574371123200	We got along well	5
1019520574371123200	Big results will come!	5
1019434161889796097	Thank you to the great Lou Dobbs!	7
1018956970143858688	#HELSINKI	5
1018955906690584576	#HELSINKI	5
1018943446583668736	#HELSINKI	5
1018900904735531014	Thank you Helsinki, Finland!	7
1018727890345693184	NATO is now strong & rich!	7
1017650505043140609	He has my Full Endorsement!	7
1017290478839050240	Not acceptable!	5
1017190186269184001	Europes borders are BAD!	7
1017086416176730112	They are just using children!	7
1016813686051233800	on our drug pricing blueprint.	7
1016729137409486853	Will they reimburse the U.S.?	7
1016638035281219584	Economy is ROARING.	7
1016616792926703616	First meeting NATO.	5
1016616792926703616	Charge us big Tariffs (&amp	7
1015723140364865536	Its a Democrat Con Job!	7
1015025320657743872	I love you thank you!	5
1014611307427966976	This must be a two way street.	7
1014611307427966976	REDUCE PRICING NOW!	5
1014519862482407424	Our Country is doing GREAT!	7
1014151457954811904	Privacy violations?	7
1014105549624037377	All of Asia is thrilled.	7
1013136536576188416	Really good, go get it!	7
1013019990340046849	Next it will be all police.	7
1012759156426670083	#TaxCutsandJobsAct	7
1012315534220808192	Why has it taken so long?	7
1012312287280074754	Mueller/Comey best friends!	7
1011952266268545024	LET IT PASS IN THE SENATE.	7
1011952266268545024	PASSAGE WILL SHOW THAT	5
1011819474574561283	Congratulations!	5
1011805006390071304	A great First Lady!	5
1011792563425116161	Congratulations!	5
1011789419521675264	South Carolina loves you.	7
1011577303023980544	and it wont take very long!	7
1011422555947712513	Thank you South Carolina.	7
1011389124475961345	Isnt this highly illegal.	7
1011036519812030467	Be a man Jimmy!	5
1010873383087636480	Strong Borders, No Crime!	5
1010486772541816834	The Russian Witch Hunt is Rigged!	7
1010485876806348800	Much more will come out.	5
1009935968164630528	They wont vote for anything!	7
1009900306694656002	Farm Bill just passed in the House.	7
1009644987544408064	ALLTIME RECORD OPTIMISM!	7
1009435777992884227	Total corruption	5
1009071403918864385	Democrats are the problem.	7
1008333717545410560	They are so happy!	5
1008330598363090944	Also, quite provocative.	7
1007974129474121728	Best numbers ever!	5
1007300111481888768	Happy rd Birthday to the !	7
1007239837529800705	Results are speaking loudly.	7
1006993862152392704	Looking good in November!	7
1006992524366503941	RVs are not for her.	5
1006839007492308992	No longer sleep well tonight!	7
1006833565022031873	I guess he doesnt...	5
1006832813499269120	, I had to give it a shot.	7
1006640689843560448	I guess he doesnt...	5
1006293144911085568	Highest confidence ever!	7
1005586562959093760	Very dishonest & weak.	7
1004711557291560960	Where is the server?	5
1004696266297827328	Good luck to Alice Johnson.	7
1004693718945984512	Isnt it Ironic?	5
1004373239194320900	We are proud of you Dana!	7
1004360833407815680	Fake News is really bad!	7
1004351340041199616	Great night for Republicans!	7
1004171953404628998	Chris Farrell, Judicial Watch.	7
1003956743133650944	Honoring America!	7
1003952348962619392	Record Jobs numbers.	5
1003949263481696256	Numerous delays.	5
1003617811254710273	Not acceptable!	5
1003612459855466497	James Freeman of WSJ.	5
1003328970069331968	Stormtrooper tactics almost.	7
1003326698228764672	Stormtrooper tactics almost.	7
1002884227753480193	Dan Bongino on	5
1002877499448152065	Neil Irwin of the .	5
1002539852171304960	Highly restrictive on Trade!	7
1002160516733853696	Not that it matters	5
1002156016060989445	How is Brian Ross doing?	7
1001978774219644929	Remember Alabama.	7
1001973090107248641	Dan has my full endorsement!	7
1001807216297627648	And I wish I did!	5
1001420270094168064	Its a Rigged Witch Hunt,	5
1001417880116891650	are taking the lead in Polls.	7
1001415199516254208	Mollie Hemingway	5
1001404640796336128	Bipartisan Bill!	5
1001149367271686145	#MemorialDay	7
1001103028626345984	Jonathan Turley	5
1001085207825534976	Happy Memorial Day!	7
1001055932376387584	#MemorialDay	7
1000718611688943616	They went back home in tatters!	7
1000462031500099584	This whole Russia Probe is Rigged.	7
1000138164923781121	the killings must stop!	5
1000114139136606209	We know you will make us proud.	7
1000114139136606209	God Bless the U.S.A.!	5
1000061992042975232	Congratulations!	5
1000061992042975232	And ANCHORS AWEIGH!	5
999761589476655105	Full ceremony:	5
999626347361206274	SPYGATE a terrible thing!	7
999442055670607872	Heading back to the	5
999442055670607872	now, lots of work to be done!	7
999435250571726848	Keep up the great work!	5
999323841351618561	#SBAGala	5
999242039723163648	What goes around, comes around!	7
999096013674680321	...Follow the money!	5
998537117180588033	It is that simple.	5
998534123399663616	top of the FBI.	5
998532136578748425	John Brennan is panicking.	7
998187672979038208	The Failing and Crooked	5
997597940444221440	John Cox is the man	5
997577906007298048	and we save money.	5
997471413266247681	Clinton best friend Terry M	7
997239623268085761	There is nobody like them!	7
996739374619426816	China has seen our demands.	7
996739376028835840	...havent even started yet!	7
996021417622851584	Congratulations!	5
995980604016611329	A great day for Israel!	7
995642096676671495	Happy Mothers Day!!!	5
995424104286179328	But not anymore!	5
995085901079433219	Congratulations to all!	7
994194233111273472	I will be there to greet them.	7
994194233111273472	Very exciting!	5
994192995737096192	They seem to be in good health.	7
993541175511527425	National Prescription Drug	7
993483042177118208	Why is Peter S still there?	7
993483042177118208	What a total mess.	5
993475610377932801	The Forgotten Men &amp	7
993443781281271808	Remember Alabama.	7
992880573025865729	Thank you Cleveland, Ohio!	7
992354530510721025	NBC NEWS is wrong again!	7
991992302267785216	These agreements are.....	5
991743358312861696	Congratulations !	5
991690248399794176	Why such unequal justice?	7
991672075491438594	NEW BOOK A MUST READ!	5
991380274452803586	Congratulations !	5
991271009570484224	Great Potential for USA!	7
991267863674675200	No questions on Collusion.	7
991090373417152515	Fake News is going bonkers!	7
991087278515769345	Truly bad people!	5
991028027785138177	#DrainTheSwamp	5
990307626784362496	Very dishonest and sick!	7
990200773232529413	Tester should resign.	5
989870523042680832	A total Witch Hunt!	5
989813047773614080	Remember sailor!	5
989629633376194561	Loved being on this morning.	7
989225812166696960	Thank you Kanye, very cool!	7
989144622684409856	and his wife Brigitte.	5
989134248010502146	Busy day planned.	5
989110172495810560	Debbie will do a Great Job!	7
989110172495810560	Press is so silent.	5
988850347031584768	History Shows He	5
988840512571441152	Great on the Military.	7
988840512571441152	We need Debbie in Congress!	7
988413372298416128	It is a disgrace.	5
988106076028653568	A complete Witch Hunt!	5
987719560282476546	Will be a beautiful day!	7
987532088302886913	Progress being made for all!	7
987463564305797126	Look forward to our Summit.	7
987173366401585155	Will the Witch Hunt continue?	7
987066289855303681	First in his class at West Point.	7
987063604691259393	hundreds of people.	5
987036458648199168	THANK YOU #JIATFSouth, , and .	7
987036458648199168	Keep up the GREAT work!	5
986979039670931458	Good things will happen!	5
985858100149309441	Not acceptable!	5
985502053345751040	I have many (too many!)	7
985489930343321600	(give us all a break)!	5
985130802668294144	Mission Accomplished!	5
984763579210633216	He is a weak and.....	5
984759315046322177	They will soon be protected!	7
984231791103012864	Big show tonight on !	5
984095671262367744	More information:	5
984066131303583746	We are with you Paul!	5
983824424532144128	Congratulations!	5
983662953894436864	A TOTAL WITCH HUNT!!!	5
983427438691708929	Great meeting at the	5
983423715332558848	right for our country.	5
982954355509907457	Great future for both countries!	7
982770847046922240	Scott is doing a great job!	7
982750459877380096	Fire at Trump Tower is out.	7
982680387116781568	Cannot continue!	5
982214297160839173	People are surprised, Im not!	7
981548354088898560	#MLK Proclamation:	7
981168344924536832	Many billions of dollars.	7
981121409807155200	Congress MUST ACT NOW!	5
980961086546632705	Caravans are heading here.	7
980443810529533952	Caravans coming.	5
980065419632566272	This Post Office scam must stop.	7
979028987858112512	.@USTradeRep	5
978936058795757568	Look forward to our meeting!	7
978110975428657153	He was a great help.	5
977858212635594752	It is just a down payment.	7
977850135697911808	France honors a great hero.	7
976914287217258497	My honor Charlie thank you!	7
976420417090015232	I am still opposed to it.	7
976413956293226496	, I still am opposed to it.	7
976411208717950976	Should have sought review.	5
975346628113596417	Same with lying James Comey.	7
975346628113596417	Can we call them Fake Memos?	7
975341676297445377	He said strongly never, no.	7
975341676297445377	He lied as shown clearly on .	7
975057131136274432	#DrainTheSwamp	5
975024181061541888	Happy #StPatricksDay	7
974276383051583488	they almost all do...	5
974276383051583488	and thats how I know!	5
974032596563832832	Thank you for hosting!	5
973719038982479872	And God Bless America!	7
973685997312491521	#BuildTheWall	5
973540316656623616	Congratulations to all!	7
973536164044034048	Jobs and wages up.	5
973305935685963776	#HoustonStrong	5
972835128056664066	They give me credit for one.	7
972538115901607937	Loves nd A & VETS	5
972523294233710593	Not fair or sustainable.	7
972523294233710593	It will all work out!	5
971335759679709185	Great couple, great book!	5
970760324126212096	Gave them months, they just dont care.	7
970650759091163137	so Crooked H would win.	5
970650759091163137	Unprecedented.	5
970644394591309824	#AMERICA FIRST	7
970628441115643904	...treat our farmers much better.	7
970628441115643904	Highly restrictive.	5
970451373681790978	, its time for a change!	5
969994273121820672	Big trade imbalance!	5
969660692419657728	REST IN PEACE BILLY GRAHAM!	7
969523385016471552	You were terrible.	5
969374597127778304	Jobless claims at a year low!	7
969183644756660224	We want free, fair and SMART TRADE!	7
968856971075051521	an Obama guy?	5
968549117625602054	Vote early or on March th.	7
968467243192537088	I just dont see it.	5
968455547094753281	Hes got a very good point.	7
967563946063523840	So, what else is new.	5
967563946063523840	He is a total phony!	7
967472757025001472	Very smart people.	5
966660169194229761	Cowards wont go there...	5
966487844662456320	We must keep our children safe!!	7
966317112565420033	There was nobody like him!	7
965971586913374208	....cameras running.	5
965223354633457665	We need more Republicans!	7
965075589274177536	This is not acceptable.	7
962787355932360706	This is a true tragedy!	7
962398269593784321	Vote Republican!	5
962348831789797381	Some are true and some are false.	7
962348831789797381	Some are old and some are new.	7
961270833569202176	NEW FBI TEXTS ARE BOMBSHELLS!	7
959949725028974592	the FBI became....	5
959389424806191104	Rank & File are great people!	7
959268334935203840	March th is coming up fast.	7
959029384052166657	Need more Republicans in .	7
957603800579297280	Somebody please inform JayZ	7
955764970590961665	Schumer and Dems caved...	5
955658992793149440	Should be able to get there.	7
954722155463430145	Cant let that happen!	5
954681839419101185	#AMERICA FIRST!	7
954678287820902401	#DemocratShutdown	7
953973568035086336	Rick is a great guy.	5
953794085751574534	And the FAKE NEWS winners are...	7
953614071336701952	Eric Trump on now!	5
953406423177859073	New report from DOJ &amp	7
952530515894169601	No more Lotteries!	5
952530515894169601	#AMERICA FIRST	7
952526145064505345	They just wanted a story.	7
952183452366929920	Chrysler coming back to U.S.	7
952166927476183040	AMERICA FIRST!	5
952166857670320128	Great opportunity missed.	7
951648197440569344	Plenty of more to follow!	7
951204878562549767	Joint press conference:	5
950946293077209088	Everyone is so grateful!	7
950937350003183618	Thank you Kevin McCarthy!	7
949129410208202757	but the people know!	5
948944124132167680	Dow just crashes through ,.	5
948879774277128197	Fools, but talks are a good thing!	7
948322497602220032	peace treaty with Israel.	7
948255367393349634	Keep up the great work !	5
948202173049049088	Congratulations!	5
948164289591902208	The U.S. is watching!	5
947181212468203520	The world is watching!	5
946949708915924994	The world is watching!	5
946531657229701120	s Eve on record.	5
943543958730309633	#TaxCutsandJobsAct	7
942881716913438720	So true Ivanka!	5
942439739264831488	Now, we are just days away...	7
941667918214987776	It was my honor.	5
941406242785955841	Today, we CUT THE RED TAPE!	7
941291666564141057	All are working hard.	5
939642796289470464	Congratulations!	5
939640619105910784	Congratulations!	5
939564681743814661	I will be watching.	5
939274666404909056	See everyone soon!	5
938469354089385985	Join me live from the	5
938469354089385985	via #Periscope	7
937652739001212928	Highest Stock Market EVER!	7
937652739001212928	Jobs are roaring back!	5
937314665176207360	Now it all starts to make sense!	7
936351772603568130	#DOWK #MAGA	7
936219599422574592	More great numbers coming out!	7
936037938898636800	Give this information NOW!	7
935844881825763328	Check out Andy Lack	5
935712632409030656	Great work Ivanka!	5
935339687006429185	New home sales reach a year high.	7
934792302341521408	Liberal Jones would be BAD!	7
934781939088629761	Jones would be a disaster!	7
934563828834164739	Wish the Fake News would report!	7
934539256940417024	We will bring it back to life!	7
934026050388013056	Players are the boss!	5
933918671503753216	A great guy (with great ratings)!	7
933837062293291008	But do not worry.	5
933837062293291008	Replace right after Tax Cuts!	7
933831194558582784	#HappyThanksgiving	7
933720598383026176	HAPPY THANKSGIVING!	5
932570628451954688	Marshawn Lynch of the NFL	7
932420488642617344	We will, and must, build the Wall!	7
932392209445457920	Very ungrateful!	5
932303108146892801	I should have left them in jail!	7
931661592135168000	NCAAChampions	5
930750650010480640	Thank you, working hard!	5
930490487903084544	THANK YOU ASIA!	5
930362633852735488	Keep up the GREAT WORK!	5
930305984077156352	Will then be leaving for D.C.	7
930305984077156352	Made many good friends!	5
930089374187950081	Cut top rate to % w/	5
929503025512693760	Progress being made.	5
928969836897583104	#SemperFi	5
928769154345324544	I wouldve done same!	5
928279728125108225	AND DO NOT TRY US.	5
928097146993369088	I want peace through strength!	5
928016742575738882	Rx Drug Take Back Day.	5
927906208203276288	Franklin, such a great photo.	7
927852358209622016	and crime will be gone.	5
927852358209622016	Vote today, ASAP!	5
927648870796070912	We will figure it all out!	7
926707692395102219	A day Ill never forget.	7
926406490763784194	....People are angry.	5
926247543801044993	Bought and paid for by Crooked H....	7
926238774773862400	Great Tax Cut rollout today.	7
926139726129704960	#HoustonStrong	5
925925920304779264	Great mtg w/ today.	5
925860866767163393	CHAIN MIGRATION must end now!	7
925860866767163393	NOT ACCEPTABLE!	5
925740081805217792	....for the Middle Class.	5
925740081805217792	Push Biggest Tax Cuts EVER	7
925688931823300609	We will stop this craziness!	7
925684982307348480	I want merit based.	5
925533433597775873	These will be biggest ever!	7
925474979914887168	NOT IN THE U.S.A.!	5
925447637708496897	U.S. COAL PRODUCTION	5
925447637708496897	EndingWarOnCoal	5
925394079982280704	#Halloween	5
925335577217683456	....came to the campaign.	5
924649059520073730	Is this coincidental?	7
923894747793580033	Happy birthday to the great .	7
923873579539861506	Happy birthday to the great .	7
923871062072295427	She has many fans!	5
923866849451888640	Really great job and show!	7
923866515358789633	my Make America Great	7
923392161634275328	#AmericaFirst	7
923365521847934976	#TaxReform Read more	7
923312613584289792	Keep up the great work!	5
923277142271684609	So interesting!	5
923244308848881665	Just interviewed by .	5
923149037523566592	so hurt & wounded!	5
922830229525225477	Now we move forward!	5
922828476872318976	He doesnt have a clue as.....	7
922799981874089985	Look at his record!	5
922430688703451136	No leadership in NFL!	7
922072236592435200	% OF PEOPLE BELIEVE	5
922072236592435200	FAKE NEWS, even worse!	5
921448521617821701	SecretaryGeneral	7
921242760685998080	#TaxReform	5
921189980843663360	Keep up the GREAT work.	5
921189980843663360	"""ISIS is losing its grip..."""	7
920783976784171008	#DowK #MAGA	7
920716270395371521	#TaxReform	5
920597192666157057	Where is Justice Dept?	5
920474831749025795	FREEDOM is a GIFT from GOD.	7
920406959320371200	Only place worse may be , , and .	7
919914000959397888	"My answer was, ""I hope so!"""	7
919908143475412993	Tell that to Israel, Chuck!	7
919007577681354752	Dems must get smart & deal!	7
918876603148652544	#NavyBday	5
918808798059483136	I will always be with them!	7
918647067224035334	#TaxReform	5
918428456869916672	A total lack of.....	5
918417002733154305	Clips from tax speech and on now.	7
918267396493922304	Not fair to public!	5
918263984029085697	Joining tonight at pmE on .	7
917724872905777155	""" Really good book!"	5
917578120819068928	We have just begun!	5
917568245854605313	"for Anthem or sit for game!"""	7
917114761057357824	Very much under control!	7
917030148867682304	Didnt have the guts to run!	7
917026789188399105	"I said ""NO"" and he dropped out"	7
917026789188399105	(said he could not win without...	7
916763438805848066	Thanks for your support!	5
916622087606980609	I am working hard for them!	7
915907150333009920	This is Fake News put out by .	7
915596990674849792	Tillerson and Pence.	5
914466534365569025	All buildings now inspected.....	7
914310901855129601	#StandForOurAnthem	7
914252271982178306	I will be in PR on Tues.	7
914210813237489666	Thank you Governor!	5
914094625488502784	Not fair to FR or effort!	7
913856413541138432	#TaxReform	5
913589799411490817	We have just begun!	5
913550237377138688	but many have lost their homes.	7
913549374227181568	Massive food &amp	5
913549374227181568	; water delivered.	5
913549374227181568	Docks & electric grid dead.	7
913187235452690432	#TaxReform	5
913035855509491712	..But the people were ProTrump!	7
913034591879024640	& were antiTrump.	5
912997506900021248	Players will stand for Country!	7
912825663694016522	Keep up the GREAT work!	5
912792478096302080	Americas hearts &amp	7
912651215997202432	We are working hard.	5
912443924979077120	StandForOurAnthem	5
912443217227976704	.@CNN is #FakeNews.	7
912301271817838593	#StandForOurAnthem	7
912080538755846144	NFL should change policy!	7
911655987857281024	Find something else to do!	7
911549980946714624	What great people, what a crowd!	7
911549099752804357	Lisa M comes through.	5
910992971620864004	Now a close runoff.	5
910671525543645185	Senator (Doctor)	5
910665452048838661	He wont let you down!	5
910641701064204288	Repeal & Replace.	5
910477734635286528	Money direct to States!	7
910476107287269376	Rand Paul is a friend of mine	7
910454516557983744	The world is noticing, thanks!	7
910101538336583680	We have a great team.	5
909975689838731264	Great bilateral meeting!	7
909768037787717633	Happy th Birthday !	5
909767654432526336	Happy th Birthday !	5
908841360131743744	HAPPY th BIRTHDAY to the !	7
908734537311678464	FX Giaccio	5
908651641943003136	Apologize for untruth!	7
908642277987356673	Must be proactive!	5
908438028980490240	WE ARE WITH YOU FLORIDA!	7
908406085308096512	Just left Florida for D.C.	7
906712991940399104	God bless everyone!	5
906669500984041472	Heed the advice of !	5
906543198599876608	Helpful Twitter list:	5
906170854362447875	#IrmaHurricane	7
906139352580972544	Needed now more than ever.	7
906136682952568832	It is a Repub Death Wish!	7
906134333467045888	We love our Coast Guard!	5
906133573400481792	Federal G is ready!	7
905770927526432768	Be careful, be safe!	5
905512462971232257	WE ARE W/ YOU ALL!	5
905383039517282304	Watching Hurricane closely.	7
904899243906879488	Big week coming up!	5
904745562771259392	Happy #LaborDay!	7
904160894661296130	; GOD BLESS THE USA	5
903980484966752257	We will see you soon.	5
903980484966752257	America is with you!	7
903778130850131970	#SouthernBaptist , &	7
903600265420578819	AMERICA FIRST!	5
903348312421670912	America is with you!	7
903348312421670912	#TexasStrong	5
902875515534626817	Talking is not the answer!	7
901795255086968833	Republican will win S!	7
901305065885114368	America is w/ you!	7
901263061511794688	He kept Arizona safe!	7
901112569322237952	and COS John Kelly.	5
900768072503623680	We respect & cherish you!	7
900521251768213505	YOU INSPIRE US ALL!	5
899841094761848832	Full Video & Transcript:	7
898243270169563136	Be tough & strong, we love you!	7
898167282727366656	Job numbers are looking great!	7
898128290698989568	...and people like Ms. Heyer.	7
898127175525728256	white supremacists......	5
897833223501344769	Now in September runoff.	7
897833223501344769	Strong on Wall &amp	5
897429670278385664	Big day in Alabama.	7
897223558073602049	truly bad people!	5
896467135391596544	#Charlottesville	5
896420822780444672	Lets come together as one!	7
894528885701971970	Now he judges collusion?	7
894514535062790144	and West Virginia.	5
893864420539068417	#AmericaFirst	7
893498883090907137	THANK YOU and HAPPY BIRTHDAY!	7
893243147580473344	expected tune in!	5
893082107081244672	Business & jobs will grow.	7
892814520942460928	#RAISEAct	5
892741272259133441	Read more and watch here:	5
892147656319004672	A great day at the White House!	7
891437168798965761	Problem is, most dont exist.	7
891257113565163520	Bills sit in Senate.	5
891039237319143424	...and a Great Leader.	5
890568797941362690	"...about then candidate Trump."""	7
890568797941362690	Catherine Herridge .	5
890361489126805504	MadeInTheUSA	5
890069204082151424	What an evening!	5
889929412539543552	Congrats to all Rep.	5
889867842186649600	Now is the time for action!	7
889824817473605632	Big crowd expected.	5
889800510106107904	Next up, year old Barron Trump!	7
889798407228989441	Brave American hero!	7
889796918615920640	I have pen in hand.	5
889794300913045508	Big day for HealthCare.	5
888924192573235201	Good Luck & Godspeed!	5
888841724759597057	#USSGeraldRFord	7
888726438265966592	, emails deleted?	5
888530948811366400	#HonorThem	5
888128621784838144	#AmericaFirst	7
886743367815766021	Heading back to Washington,	7
886635676787232768	Congratulations!	5
886036222308757504	A grateful nation thanks you!	7
885992108565291008	BastilleDay #juillet	7
885988016912838656	Just landed from Paris, France.	7
884142582191849474	Came out of meeting.	5
883845492790235136	Thank you , very kind!	5
883469033059864578	Looking forward to day two!	7
883444736849305600	Trumps Defining Speech	5
882993144194838528	#POTUSinPoland	7
882962893288882176	#ICYMI, watch here	7
882962893288882176	#POTUSinPoland	7
882552631905988609	Will be back on Saturday.	7
882325456162361344	Happy th to everyone.	7
881271809433374721	We will continue to WIN!	7
881137079958241280	What are they trying to hide?	7
881131368520056832	#Canada	5
880540637358981120	, House just passed #KatesLaw.	7
879682547235651584	What about the failing & ?	7
879682547235651584	They are all Fake News!	5
879525817361068032	Check out his statement Witch Hunt!	7
879323238425395200	With months looking at Russia...	7
878947806442119168	I am on Enjoy!	5
878946025662296064	Unfair to Bernie!	5
878027873650475008	#AmericaFirst	7
878013639613186049	Drug trade is largely the cause.	7
878013639613186049	We will BUILD THE WALL!	5
877663648713330688	Just landed in Iowa.	7
877663648713330688	See everyone soon!	5
877372660455546880	AGAIN are and O!	5
877234140483121152	At least I know China tried!	7
877104262463008771	KAREN HANDEL FOR CONGRESS.	7
876964061027684352	Dems want to raise taxes big!	7
876899886272319489	....because he doesnt live there!	7
876394578777174021	Thats higher than Os #s!	7
875468769212149760	Thank you Wisconsin!	5
875441788110110727	; they talk about obstruction?	7
875166406417010688	Just left hospital.	5
874822136782880768	Just got back from Wisconsin.	7
874822136782880768	Great day, great people!	5
874626492310978564	It is in a death spiral.	7
874325287143604224	Congratulations!	5
874218586155479040	Ivanka on now!	5
873879934040780801	Very cowardly!	5
873878061778907137	#NASDAQ up .%.	5
873643935993708544	#InfrastructureWeek	7
872419018799550464	Details to follow.	5
872253002266161153	#ICYMI:	5
870412262900740096	#AmericaFirst	7
870355056327000065	Join me live at the .	5
870355056327000065	https://t.co/VObWr	5
869865463584620544	He blows away their....	5
869503804307275776	Very bad for U.S.	5
869164414662049793	#MemorialDay	7
868840252227674113	Gave me full details!	5
868501243823575040	Just left the #GSummit.	7
868407229380268033	NATO will be much stronger.	7
868406076995235840	#GTaormina	5
867044286352809984	Trying hard for PEACE.	5
865957909565366272	our true HEROES	5
863774341921742848	Happy #MothersDay	7
863020954427043840	This is REAL news!	5
862788002594127873	Yesterday, on the same day	7
862460991451344896	This is a disgrace!	5
862460991451344896	#DrainTheSwamp	5
862135824745467905	#draintheswamp	5
861715019674910721	; Yates is on surveillance.	7
861712617299210240	w/ Russia and Trump.	5
861637456281690113	today with Mike Pence.	5
861354654856249344	Fired their employees.	5
860479885566980096	Also saves country money!	7
858660413873025024	healthcare plan is on its way.	7
858653541094879232	Fantastic crowd and people.	7
857604709829529601	Whats more important?	5
857604709829529601	Ask the Democrats.	5
857177434210304001	See you in the Supreme Court!	7
856556220911681539	Earlier today:	5
856531163799859201	#BuildTheWall	5
856233279841849344	Would still beat Hillary in .....	7
856147612952612864	Thank you Lake Worth, Florida.	7
855816071663812608	Look forward to it!	5
855517053238870019	WELCOME HOME, AYA!	5
854870777287634944	Congratulations!	5
854793411110588418	Choice Program Extension &	7
854547423464759296	Glad to be of help!	5
854284952539725828	Force runoff and easy win!	7
854268119774367745	We are removing them fast!	7
854101790886948866	TRUMP APPROVAL HITS %	5
853597199619543041	The election is over!	7
852985162870738944	Weekly Address ft	5
852297935219982336	Big changes are happening!	7
852297762599313409	#AmericaFirst	7
852277347587952640	Great meeting w/ NATO Sec.	7
851584729400979456	#ChagSameach	5
851555178910064640	A great day for Americ	7
851092500056072198	U.S. strongly condemns.	5
850800045012201473	He will be a great Justice.	7
850800045012201473	Very proud of him!	5
849366930133839872	we will deliver!	5
848880519458717698	"This is unprecedented."""	7
848856822312292354	Did Hillary know?	5
848841326183534594	The real story.	5
848219027659010051	Would be sad for U.S.	5
848216035153121285	Wow, just reporting big news.	7
847924397180583937	It is time to put	5
847435163143454723	We must fight them, & Dems, in !	7
847270189171228672	#ThankAVeteran	7
846841493952319489	#MadeInTheUSA	7
846166053663191040	Numbers are way down.	5
845766504608120833	Amazing support.	5
844943801848414209	#PassTheBill	5
844886082663698436	Such dishonesty!	5
844536536930619393	Big day for healthcare.	5
844240534562594817	Honored to sign S. today.	7
843803115044454402	Much higher ratings at Fox	7
843779892776964097	Must find leaker now!	5
843088518339612673	Nevertheless, Germany owes.....	7
842739155230740481	"""The President Changed."	5
842229104434913280	Thank you Nashville, Tennessee!	7
840225958854561792	Weekly Address : A.M. at the !	7
839976956703748096	delegates w/	5
839976956703748096	Pence in the East Room of the .	7
839976956703748096	Congratulations	5
839448469374894080	LinkedIn Workforce Report:	7
838862312685637640	$ billion investment.	5
838441522546769923	Tremendous support.	5
838016045222854656	Sad end to great show	5
837996746236182529	This is Nixon/Watergate.	7
837993273679560704	Turned down by court earlier.	7
837704599704375296	Weekly AddressJoin me here:	7
837633820417482754	Canada, Australia!	7
837492425283219458	"It is a total ""witch hunt!"""	7
837491607171629057	The real story...	5
836750538943377408	Join me live at : P.M.	5
836750538943377408	#JointAddress	5
835814988686233601	Clinton demanded Perez!	7
835553050530099200	Weekly Address from :	5
834916167177371648	Chicago needs help!	5
832742165436579840	Big crowd expected!	5
832555987299082242	Fake media not happy!	7
832554772318322688	Look forward to it.	5
831853862281699331	Very unAmerican!	7
831636777110757377	Humana to pull out in .	7
831336432073658368	#ICYMI watch here:	7
830904083519242241	Very dishonest!	5
830769247185952772	He backed me bigtime	5
830047626414477312	""" We spoke at length yesterday!"	7
830042498806460417	A disgraceful decision!	7
829682794951475200	Hes been losing so....	5
829349943613734912	You have a true friend in the	7
829133645055135750	Obstruction by Democrats!	7
